registration_no,subject_content_text,cleaned_text,annotation
MORLY/E/2023/8901238,Refund nahi mila PNR: XXXXXX ke liye.,refund nahi mila pnr xxxxxx,"refund_delay,ticket_booking"
MORLY/E/2023/9012349,"Staff rude hain, madad nahi kar rahe.",staff rude nahi,staff_misbehavior
MORLY/E/2023/0123450,"Station ki facilities achi nahi hai, bahut gande hain.",station facilities achi nahi bahut gande,platform_infrastructure
MORLY/E/2023/1234561,"Train ka delay bahut badh gaya hai, koi announcement nahi hota.",train delay bahut badh announcement nahi,"train_delay,service_quality"
MORLY/E/2023/2345672,"Refund nahi mila PNR: XXXXXX ke liye, bahut pareshani ho rahi hai.",refund nahi mila pnr xxxxxx bahut pareshani,"refund_delay,ticket_booking"
MORLY/E/2023/6543210,"Platform pe bahut gandh aur junk hai, yeh bahut hi bura hai. Aap log kuch nahi kar rahe ho!",platform bahut gandh junk bahut bura log nahi,"staff_misbehavior,platform_infrastructure"
MORLY/E/2023/3456789,"Mujhe train ka schedule pata nahi chala, baar baar delay ho raha hai. Bahut pareshani ho rahi hai.",train schedule pata nahi chala baar baar delay bahut pareshani,"train_delay,train_schedule"
MORLY/E/2023/4567890,Mujhe payment karne mein dikkat aa rahi hai. Serial number XXXXXX ka payment nahi ho raha hai.,payment dikkat serial number xxxxxx payment nahi,payment_issue
MORLY/E/2023/5678901,Railway staff ke attitude bahut kharab hain. Unse baat karne mein bahut dikkat ho rahi hai.,railway staff attitude bahut kharab unse baat bahut dikkat,"staff_misbehavior,service_quality"
MORLY/E/2023/6789012,"Station par lift ka kaam nahi kar raha hai. Bahut log pareshan hain, kuch karo!",station lift kaam nahi bahut log pareshan,platform_infrastructure
MORLY/E/2023/7890123,Train ka time aur platform nahi bata rahe hain. Aap logon ko update karna chahiye.,train time platform nahi bata logon update chahiye,"platform_infrastructure,train_schedule"
MORLY/E/2023/8901234,"Mujhe refund nahi mila hai, aur main baar baar customer care ko call kar raha hoon.",refund nahi mila main baar baar customer care call,refund_delay
MORLY/E/2023/9012345,Staff ne mujhe bekaar ki baatein karke samasya ko solve nahi kiya. Kafi time waste kiya.,staff bekaar baatein samasya solve nahi kafi time waste,"staff_misbehavior,train_schedule"
MORLY/E/2023/0123456,Station ke washroom saaf nahi hain. Aap log inhe dhyan se dekhna chahiye!,station washroom saaf nahi log inhe dhyan dekhna chahiye,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/1234567,"Train ke delay ke wajah se meri family ka pura plan bigad gaya hai, aap log kuch karo!",train delay wajah family pura plan bigad log,train_delay
MORLY/E/2023/2345678,"Mujhe ticket ka paisa wapas nahi mila, customer service se koi jawaab nahi aata.",ticket paisa wapas nahi mila customer service jawaab nahi aata,"refund_delay,ticket_booking,service_quality"
MORLY/E/2023/3456789,"Staff bahut rude hai aur kisika sunte nahi, mujhe samasya ka samadhan chahiye.",staff bahut rude kisika sunte nahi samasya samadhan chahiye,staff_misbehavior
MORLY/E/2023/4567890,"Train ke tracks ka haal bahut kharab hai, aise nahi chalega. Safety issue hai!",train tracks haal bahut kharab aise nahi chalega safety issue,service_quality
MORLY/E/2023/5678901,"Train time ka pata nahi chala, yeh kaisa service hai? Main bahut pareshan hoon.",train time pata nahi chala kaisa service main bahut pareshan,"service_quality,train_schedule"
MORLY/E/2023/6789012,"Mera paisa ab tak refund nahi hua, customer care se koi help nahi mil rahi hai.",paisa refund nahi customer care nahi mil,refund_delay
MORLY/E/2023/7890123,"Railway personnel bahut rude hain, koi samasya sunta hi nahi hai. Kya ho raha hai?",railway personnel bahut rude samasya sunta nahi,staff_misbehavior
MORLY/E/2023/8901234,"Railway station pe bahut gandh hai aur facilities kharab hain, kuch karo!",railway station bahut gandh facilities kharab,"platform_infrastructure,service_quality"
MORLY/E/2023/9012345,"Bhai, train time baar baar badal raha hai. Aap log kuch fix nahi kar sakte?",bhai train time baar baar badal log fix nahi sakte,"service_quality,train_schedule"
MORLY/E/2023/9876543,"Mujhe apni train ka schedule samajh nahi aata hai, bahut confusion hota hai.",apni train schedule samajh nahi aata bahut confusion,train_schedule
MORLY/E/2023/1234567,"Mere payment ka amount deduct ho gaya, par ticket nahi mili. Kya karun?",payment amount deduct ticket nahi mili karun,"ticket_booking,payment_issue"
MORLY/E/2023/2345678,"Station ki safai bahut kharab hai, is par dhyan dena chahiye.",station safai bahut kharab dhyan dena chahiye,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/3456789,"Railway staff ka behaviour bohot kharab hai, is par kuch karna chahiye.",railway staff behaviour bohot kharab chahiye,"staff_misbehavior,service_quality"
MORLY/E/2023/4567890,"Train ka time table hamisa galat hota hai, isse passengers ko dikkat hoti hai.",train time table hamisa galat isse passengers dikkat,train_schedule
MORLY/E/2023/5678901,"Mere credit card se payment nahi ho raha, baar baar error aa raha hai.",credit card payment nahi baar baar error,payment_issue
MORLY/E/2023/6789012,"Station par lift ki suvidha nahi hai, aise senior citizens ko problem hoti hai.",station lift suvidha nahi aise senior citizens problem,platform_infrastructure
MORLY/E/2023/7890123,"Railway employees ko training ki zarurat hai, is wajah se service kharab hoti hai.",railway employees training zarurat wajah service kharab,"service_quality,staff_training"
MORLY/E/2023/8901234,"Train mein ac nahi chal raha tha, bohot garmi thi. Kya aap log kuch karke nahi dekh sakte?",train nahi chal bohot garmi log nahi dekh sakte,service_quality
MORLY/E/2023/9012345,"Mera payment process abhi bhi pending hai, aap log kya kar rahe hain?",payment process abhi pending log,payment_issue
MORLY/E/2023/0123456,"Platform ki safai nahi hai, bahut gandh hai, yeh theek karna chahiye.",platform safai nahi bahut gandh theek chahiye,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/1234560,Railway staff ki training kaafi kamzor hai. Is par dhyan dena chahiye.,railway staff training kamzor dhyan dena chahiye,"staff_misbehavior,staff_training"
MORLY/E/2023/2345601,"Train ki timing kabhi kabhi sahi nahi hoti, aap log kya kar rahe hain?",train timing sahi nahi log,train_schedule
MORLY/E/2023/3456012,"Mera payment abhi bhi pending hai, aap log kyun nahi suljha rahe?",payment abhi pending log nahi suljha,payment_issue
MORLY/E/2023/4560123,"Railway station ki building purani ho gayi hai, iski marammat honi chahiye.",railway station building purani iski marammat honi chahiye,platform_infrastructure
MORLY/E/2023/5601234,"Railway staff ka attitude accha nahi hai, is par dhyan dena chahiye.",railway staff attitude accha nahi dhyan dena chahiye,staff_misbehavior
MORLY/E/2023/6012345,"Mujhe train ka ticket nahi mila hai, refund ka kya hoga?",train ticket nahi mila refund hoga,"refund_delay,ticket_booking"
MORLY/E/2023/1234567,"Mere ticket ki payment ho gayi hai, par ticket nahi mila. Kya karun?",ticket payment ticket nahi mila karun,"ticket_booking,payment_issue"
MORLY/E/2023/2345678,"Station par washroom ki suvidha nahi hai, is par dhyan dena chahiye.",station washroom suvidha nahi dhyan dena chahiye,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/3456789,"Railway staff ki training kaafi kam hai, isse service affect hoti hai.",railway staff training kam isse service affect,"staff_misbehavior,service_quality,staff_training"
MORLY/E/2023/1234567,Train number 12345 baar baar late ho raha hai. Pichle teen baar to 2 ghante late tha!,train number baar baar late pichle teen baar ghante late,train_delay
MORLY/E/2023/2345678,Maine ticket cancel kiya tha lekin paisa nahi mila. Customer care se sampark karne par bhi koi jawab nahi mila.,ticket cancel paisa nahi mila customer care sampark jawab nahi mila,ticket_booking
MORLY/E/2023/3456789,"Platform par safai nahi hoti, bahut ganda hai. Khud aakar dekho!",platform safai nahi bahut ganda khud aakar dekho,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/4567890,Train staff rude hain aur koi madad nahi kar raha. Humara experience bahut kharab hai.,train staff rude nahi humara experience bahut kharab,"staff_misbehavior,service_quality"
MORLY/E/2023/5678901,"Train ki timing sahi nahi hai, pichle 4 din se delay ho raha hai. Kya kar rahe ho?",train timing sahi nahi pichle din delay,"train_delay,train_schedule"
MORLY/E/2023/6789012,"Maine ticket liya tha par paisa account me nahi aaya, kya hua?",ticket paisa account nahi,"ticket_booking,payment_issue"
MORLY/E/2023/7890123,"Platform par gaddhe hain, koi dhyaan nahi de raha! Safety hazard hai.",platform gaddhe dhyaan nahi safety hazard,platform_infrastructure
MORLY/E/2023/8901234,"Staff se koi help nahi mili, bahut hi bura experience tha.",staff nahi mili bahut bura experience,"staff_misbehavior,service_quality"
MORLY/E/2023/9012345,"Train chhut gayi, koi information nahi mili. Kya aap log kuch nahi karte?",train chhut information nahi mili log nahi karte,staff_training
MORLY/E/2023/0123456,"Mujhe ticket ka refund nahi mila, bahut waqt ho gaya. Customer care se baat karne me bhi dikkat hoti hai.",ticket refund nahi mila bahut waqt customer care baat dikkat,"refund_delay,ticket_booking"
MORLY/E/2023/1234567,Station par facilities kharab hain. Bathrooms bahut gande hain!,station facilities kharab bathrooms bahut gande,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/2345678,"Train staff se koi help nahi mili, unki attitude bahut kharab hai.",train staff nahi mili unki attitude bahut kharab,"staff_misbehavior,service_quality"
MORLY/E/2023/3456789,"Trains ki timings bilkul sahi nahi hai, bahut late ho raha hai.",trains timings sahi nahi bahut late,"train_delay,train_schedule"
MORLY/E/2023/4567890,"Mera refund nahi aaya, customer service ko call kiya par kuch nahi mila.",refund nahi customer service call nahi mila,"refund_delay,service_quality"
MORLY/E/2023/5678901,"Station ka infrastructure bahut kharab hai, kuch bhi sahi nahi hai.",station infrastructure bahut kharab sahi nahi,"platform_infrastructure,service_quality"
MORLY/E/2023/6789012,"Train ke staff se koi help nahi mili, bahut time waste hota hai.",train staff nahi mili bahut time waste,"staff_misbehavior,train_schedule"
MORLY/E/2023/7890123,"Train ka schedule bilkul sahi nahi hai, bahut delay hota hai.",train schedule sahi nahi bahut delay,"train_delay,train_schedule"
MORLY/E/2023/8901234,"Refund process mein dikkat aa rahi hai, please madad karein.",refund process dikkat,refund_delay
MORLY/E/2023/7654321,Train ka schedule hamesha delay hota hai. Hum vishesh roop se pareshan hain.,train schedule hamesha delay vishesh roop pareshan,"train_delay,train_schedule"
MORLY/E/2023/9876543,Mujhe payment refund nahi mila hai pichle 15 din se. Kripya madad karein.,payment refund nahi mila pichle din kripya,"refund_delay,payment_issue"
MORLY/E/2023/6543210,Station staff ka behavior bahut bura hai. Unhe training ki zarurat hai.,station staff behavior bahut bura training zarurat,"staff_misbehavior,platform_infrastructure,staff_training"
MORLY/E/2023/3456789,"Platform ka condition bahut kharab hai, khudko surakshit mehsoos nahi hota.",platform condition bahut kharab khudko surakshit mehsoos nahi,"platform_infrastructure,service_quality"
MORLY/E/2023/4567890,Train ki timings sahi nahi hai. Kaafi samay nahi milta hai.,train timings sahi nahi samay nahi milta,train_schedule
MORLY/E/2023/8765432,"Mujhe cancellation ke baad bhi refund nahi mila, bahut pareshaan hoon.",cancellation baad refund nahi mila bahut pareshaan,"refund_delay,ticket_booking"
MORLY/E/2023/1234568,"Staff ke behavior kaafi kharab hai, unko training ki zarurat hai.",staff behavior kharab unko training zarurat,"staff_misbehavior,service_quality,staff_training"
MORLY/E/2023/2345679,"Railway station ka infrastructure bahut purana hai, badlaav ki zarurat hai.",railway station infrastructure bahut purana badlaav zarurat,"platform_infrastructure,service_quality"
MORLY/E/2023/3456781,Mere train ka cancellation bina kisi notification ke hua. Yeh acha nahi hai.,train cancellation bina kisi notification acha nahi,ticket_booking
MORLY/E/2023/6789012,"Payment gateway me dikkat aa rahi hai, kuch bhi karne par bhi payment nahi ho raha.",payment gateway dikkat payment nahi,payment_issue
MORLY/E/2023/2345670,"Railway staff se mere saath achha vyavhar nahi hua, iski jaanch honi chahiye.",railway staff saath achha vyavhar nahi iski jaanch honi chahiye,staff_misbehavior
MORLY/E/2023/3456782,"Station par bahut gande paani ki samasya hai, is par action lena chahiye.",station bahut gande paani samasya action lena chahiye,platform_infrastructure
MORLY/E/2023/4567891,"Train ki aawagaman me bahut samasya aa rahi hai, kya aap kuch kar sakte hain?",train aawagaman bahut samasya sakte,service_quality
MORLY/E/2023/5678903,"Mainne ticket ka payment kiya tha aur ab tak nahi mila, bahut pareshaan hoon.",mainne ticket payment nahi mila bahut pareshaan,"ticket_booking,payment_issue"
MORLY/E/2023/6789014,Station staff ka vyavhar theek nahi hai. Is par action lena chahiye.,station staff vyavhar theek nahi action lena chahiye,"staff_misbehavior,platform_infrastructure"
MORLY/E/2023/7890126,"Station par saaf safai ki kami hai, ise turant sudharna chahiye.",station saaf safai kami ise turant sudharna chahiye,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/8901238,"Mere train ke aane ka samay baar baar badal raha hai, is par dhyaan dein.",train aane samay baar baar badal dhyaan dein,service_quality
MORLY/E/2023/9012340,"Maine ticket book kiya tha par payment nahi hua, bahut samasya ho rahi hai.",ticket book payment nahi bahut samasya,"ticket_booking,payment_issue"
MORLY/E/2023/4567891,"Train ka schedule bahut late ho gaya hai, kuch nahi ho raha hai.",train schedule bahut late nahi,"train_delay,train_schedule"
MORLY/E/2023/3456782,"Mere payment ka confirmation nahi aaya hai, samasya hai.",payment confirmation nahi samasya,payment_issue
MORLY/E/2023/2345673,"Staff ka behaviour bahut kharab hai, koi help nahi kar raha hai.",staff behaviour bahut kharab nahi,"staff_misbehavior,service_quality"
MORLY/E/2023/5678904,"Railway station ka clean nahi hai, bahut ganda hai.",railway station clean nahi bahut ganda,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/6789015,"Train ka service bahut slow hai, koi improvement nahi dikh raha hai.",train service bahut slow improvement nahi dikh,"train_delay,service_quality"
MORLY/E/2023/7890126,"Online booking ke liye payment nahi ho raha hai, kuch samasya hai.",online booking payment nahi samasya,"ticket_booking,payment_issue"
MORLY/E/2023/8901237,"Staff ki training nahi hui hai, unhe kaam sahi se nahi karna aata hai.",staff training nahi kaam sahi nahi aata,"staff_misbehavior,staff_training"
MORLY/E/2023/9012348,"Platform pe safai nahi hai aur light bhi nahi hai, bahut dikkat ho rahi hai.",platform safai nahi light nahi bahut dikkat,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/0123459,"Train ke timings barabar nahi hain, baar baar delay ho raha hai.",train timings barabar nahi baar baar delay,"train_delay,train_schedule"
MORLY/E/2023/1234560,"Payment nahi ho raha hai, account ka detail bhi sahi nahi dikh raha hai.",payment nahi account detail sahi nahi dikh,payment_issue
MORLY/E/2023/2345678,"Koi bhi staff madad nahi kar raha hai, bahut samasya ho rahi hai.",staff nahi bahut samasya,staff_misbehavior
MORLY/E/2023/3456789,"Railway station ka infrastructure bahut kharab hai, bahut dikkat ho rahi hai.",railway station infrastructure bahut kharab bahut dikkat,"platform_infrastructure,service_quality"
