registration_no,subject_content_text,cleaned_text,agg_cluster
MORLY/E/2023/6789012,Mera ticket cancel hone ke baad bhi amount refund nahi hua. Kya aap dekh sakte hain?,ticket cancel hone baad amount refund nahi dekh sakte,578
MORLY/E/2023/7890123,Train staff ka behavior theek nahi hai. Unka response bahut rude hai. Dekhiye!,train staff behavior theek nahi response bahut rude dekhiye,184
MORLY/E/2023/8901234,Station ki building purani aur suni hai. Kya isse renovate kiya ja sakta hai? Bahut zarurat hai.,station building purani suni isse renovate sakta bahut zarurat,619
MORLY/E/2023/9012345,Kuch trains aksar cancel ho rahi hain. Isse travel plan kharab ho raha hai. Kya kuch kiya ja sakta hai?,trains aksar cancel isse travel plan kharab sakta,1473
MORLY/E/2023/0123456,"Mujhe ticket book karte waqt payment failure hua. Kaafi baar hua hai, please dekhiye.",ticket book karte waqt payment failure baar dekhiye,9
MORLY/E/2023/1234568,Kuch staff logon ka behavior bahut kharab hai. Help chahiye mujhe.,staff logon behavior bahut kharab chahiye,190
MORLY/E/2023/2345679,Station ki building bahut purani ho gayi hai. Iska kuch kiya jaaye?,station building bahut purani jaaye,49
MORLY/E/2023/3456780,Mujhe bar-bar train ka time change hota hai. Yeh bahut pareshan kar raha hai!,barbar train time change bahut pareshan,955
MORLY/E/2023/4567891,Mujhe payment nahi mil raha after cancellation. Please help!,payment nahi mil cancellation,920
MORLY/E/2023/5678902,Staff ka behavior bahut achha nahi hai. Main chinta mein hoon.,staff behavior bahut achha nahi main chinta,1310
MORLY/E/2023/6789013,Station ki cleanliness bahut kharab hai. Iske liye kuch kya ho raha hai?,station cleanliness bahut kharab iske,362
MORLY/E/2023/7890124,Train ka schedule bilkul bhi theek nahi hai. Bar-bar late ho raha hai.,train schedule theek nahi barbar late,777
MORLY/E/2023/8901235,Payment ke liye baar baar issue aa raha hai. Kya aap madad kar sakte hain?,payment baar baar issue sakte,827
MORLY/E/2023/9012346,Staff ke behaviour mein dikkat aa rahi hai. Kya kuch kiya ja sakta hai?,staff behaviour dikkat sakta,1782
MORLY/E/2023/5678901,Train ka time bar bar delay ho raha hai. Bahut pareshani ho rahi hai.,train time bar bar delay bahut pareshani,803
MORLY/E/2023/1234567,"Maine ticket book kiya tha, par payment nahi hua. Mujhe refund chahiye.",ticket book payment nahi refund chahiye,293
MORLY/E/2023/2345678,Train staff bahut rude hain. Unka behavior theek nahi hai.,train staff bahut rude behavior theek nahi,917
MORLY/E/2023/3456789,"Platform par safai nahi hoti, bahut gandh hai. Zaroori hai kuch karna.",platform safai nahi bahut gandh zaroori,514
MORLY/E/2023/4567890,Train ki cleanliness se badi samasya hai. Koi bhi dhyan nahi de raha.,train cleanliness badi samasya dhyan nahi,1332
MORLY/E/2023/5678901,"Maine online ticket liya tha, lekin money nahi gaya. Mujhe help chahiye.",online ticket money nahi chahiye,1604
MORLY/E/2023/6789012,"Train conductor bahut anjaan hai, unhe training ki zaroorat hai.",train conductor bahut anjaan training zaroorat,963
MORLY/E/2023/7890123,"Railway station par lift band hai, zaruri hai khulna.",railway station lift band zaruri khulna,1952
MORLY/E/2023/8901234,Train ki timing sahi nahi ho rahi hai. Bahut samasya ho rahi hai.,train timing sahi nahi bahut samasya,906
MORLY/E/2023/9012345,Mujhe refund nahi mila ab tak. Bahut din ho gaye.,refund nahi mila bahut din,647
MORLY/E/2023/0123456,"Railway staff bahut assistants nahi hain, thoda badlav hona chahiye.",railway staff bahut assistants nahi thoda badlav chahiye,2024
MORLY/E/2023/1234568,Railway tracks ke paas gande paani ki samasya hai. Is par kuch karna chahiye.,railway tracks paas gande paani samasya chahiye,221
MORLY/E/2023/2345679,Train ki timings bilkul galat hain. Mera kaam time par nahi ho raha.,train timings galat kaam time nahi,668
MORLY/E/2023/3456780,"Ticket cancellation ke liye money nahi mila, yeh galat hai.",ticket cancellation money nahi mila galat,832
MORLY/E/2023/4567891,Train ke staff ki training ki zaroorat hai. Kaam karne ka tareeka nahi pata.,train staff training zaroorat kaam tareeka nahi pata,94
MORLY/E/2023/5678902,Railway station par construction ka kaam bahut dheere ho raha hai.,railway station construction kaam bahut dheere,292
MORLY/E/2023/6789013,Train mein kaafi pasengers hain aur koi seat nahi mil rahi hai.,train pasengers seat nahi mil,725
MORLY/E/2023/7890124,"Mujhe refund nahi mila, ticket cancel karne par. Kya karna hai?",refund nahi mila ticket cancel,98
MORLY/E/2023/8901235,Staff ka behavior bilkul bekar hai. Unhe training ki zaroorat hai.,staff behavior bekar training zaroorat,34
MORLY/E/2023/9012346,Station par kaafi saari lights nahi chal rahi hain. Darwaze khulne par andhera hota hai.,station saari lights nahi chal darwaze khulne andhera,637
MORLY/E/2023/1234567,"Train ka time change hua hai, mujhe pata nahi chal paya. Main time pe nahi pahunch paya.",train time change pata nahi chal paya main time nahi pahunch paya,509
MORLY/E/2023/2345678,"Mujhe payment refund nahi mila hai, kindly check karein.",payment refund nahi mila kindly check,306
MORLY/E/2023/3456789,"Station par safai nahi hai, yahan bahut ganda hai.",station safai nahi yahan bahut ganda,166
MORLY/E/2023/4567890,"Railway staff rude hai, unse baat karna mushkil hota hai.",railway staff rude unse baat mushkil,398
MORLY/E/2023/5678901,"Train baar baar late ho rahi hai, mujhe kaam par pahunchnay mein dikkat ho rahi hai.",train baar baar late kaam pahunchnay dikkat,206
MORLY/E/2023/6789012,"Mera ticket cancel ho gaya, refund nahi mila.",ticket cancel refund nahi mila,136
MORLY/E/2023/7890123,"Platform bahut kharab hai, ghusne mein dikkat hoti hai.",platform bahut kharab ghusne dikkat,926
MORLY/E/2023/8901234,"Guard ka behavior theek nahi hai, unhe training ki zarurat hai.",guard behavior theek nahi training zarurat,452
MORLY/E/2023/9012345,"Train ka schedule bar-bar badal raha hai, samay par nahi aata.",train schedule barbar badal samay nahi aata,286
MORLY/E/2023/0123456,"Maine online ticket book kiya tha, lekin payment deduct ho gaya par ticket nahi mili.",online ticket book payment deduct ticket nahi mili,18
MORLY/E/2023/1234568,"Platform par paani bhara hai, logon ke liye mushkil ho raha hai.",platform paani bhara logon mushkil,708
MORLY/E/2023/2345679,"Railway staff asal mein sahayak nahi hai, unka vyavhaar acha nahi hai.",railway staff asal sahayak nahi vyavhaar acha nahi,1092
MORLY/E/2023/3456780,"Train ka AC nahi chal raha hai, kaafi garmi ho rahi hai.",train nahi chal garmi,1504
MORLY/E/2023/4567891,Maine ticket cancel kiya par refund nahi mila.,ticket cancel refund nahi mila,136
MORLY/E/2023/5678902,"Wahan ka toilet bahut ganda hai, khud safai karna padta hai.",wahan toilet bahut ganda khud safai padta,1768
MORLY/E/2023/6789013,"Staff thik se kaam nahi kar rahe hain, unhe training ki zarurat hai.",staff thik kaam nahi training zarurat,634
MORLY/E/2023/7890124,"Mujhe train ka time pata nahi chala, galat info mili thi.",train time pata nahi chala galat info mili,420
MORLY/E/2023/8901235,"Mere credit card se payment nahi ho raha, baar baar error aa raha hai.",credit card payment nahi baar baar error,307
MORLY/E/2023/9012346,Railway stations par kisi bhi tarah ki safai nahi hoti hai.,railway stations kisi tarah safai nahi,1653
MORLY/E/2023/8976543,"Train ka time bahut late ho gaya hai, aur koi information nahi mil rahi hai. Please kuch karein!",train time bahut late information nahi mil,189
MORLY/E/2023/1234567,"Mujhe payment ke liye refund nahi mila hai, maine do hafte pehle apply kiya tha. Kya ho raha hai?",payment refund nahi mila hafte pehle apply,1246
MORLY/E/2023/3456789,"Staff ka behavior bilkul acha nahi hai, unhone mujhe ignore kiya jab maine unse madad maangi.",staff behavior acha nahi unhone ignore jab unse maangi,216
MORLY/E/2023/4567890,Station par facilities bahut kharab hain. Bathrooms gande hain aur benches bhi nahi hain. Please kuch karein!,station facilities bahut kharab bathrooms gande benches nahi,985
MORLY/E/2023/5678901,Train ka schedule bar-bar change ho raha hai. Iski wajah se hamein bahut dikkat ho rahi hai.,train schedule barbar change iski wajah hamein bahut dikkat,97
MORLY/E/2023/6789012,Mujhe ticket cancel karne par refund nahi mila. Bahut time ho gaya hai. Please help!,ticket cancel refund nahi mila bahut time,136
MORLY/E/2023/7890123,"Ticket counter par staff rude hain, unhone mere saath acha behave nahi kiya. Kya yeh acceptable hai?",ticket counter staff rude unhone saath acha behave nahi acceptable,1950
MORLY/E/2023/8901234,Station par safai aur maintenance kaafi kharab hai. Yeh bahut behtar hona chahiye.,station safai maintenance kharab bahut behtar chahiye,1859
MORLY/E/2023/9012345,Train ki late arrival se humare plans bigad gaye hain. Koi solution dijiye.,train late arrival humare plans bigad solution dijiye,1793
MORLY/E/2023/0123456,Mujhe ek galat transaction ke liye refund nahi mila hai. Bahut pareshaan hoon.,galat transaction refund nahi mila bahut pareshaan,914
MORLY/E/2023/1234560,"Train mein staff ka behavior theek nahi hai, unhone mera sammaan nahi kiya.",train staff behavior theek nahi unhone sammaan nahi,194
MORLY/E/2023/2345671,"Platforms bahut kharab hain, unhe repair karna zaroori hai. Ye railway station ka image kharab kar raha hai.",platforms bahut kharab repair zaroori railway station image kharab,1279
MORLY/E/2023/3456782,"Train ka schedule bar bar badal raha hai, mujhe samasya ho rahi hai. Kya kuch kiya ja sakta hai?",train schedule bar bar badal samasya sakta,803
MORLY/E/2023/4567893,"Refund ke liye maine request ki thi, lekin ab tak mujhe kuch nahi mila. Bahut pareshaan hoon.",refund request nahi mila bahut pareshaan,914
MORLY/E/2023/5678904,Mujhe staff ka behavior bahut kharab laga. Unhone meri help nahi ki jab mujhe zaroorat thi.,staff behavior bahut kharab laga unhone nahi jab zaroorat,1094
MORLY/E/2023/6789015,"Station par bahut saari cheezein kharab hain, jaise seating aur lighting. Ye bahut zaroori hai.",station bahut saari cheezein kharab jaise seating lighting bahut zaroori,1625
MORLY/E/2023/7890126,Train ki timing se mujhe bahut dikkat ho rahi hai. Koi thik karein iski.,train timing bahut dikkat thik iski,334
MORLY/E/2023/8901239,"Mujhe ek payment issue hai, maine online ticket book ki thi lekin paisa nahi mila. Kya karoon?",payment issue online ticket book paisa nahi mila karoon,402
MORLY/E/2023/9012347,Staff ka attitude acha nahi hai. Unhone meri madad nahi ki jab mujhe zarurat thi.,staff attitude acha nahi unhone nahi jab zarurat,588
MORLY/E/2023/0123458,Station par seating aur sanitation ki conditions bahut kharab hain. Jaldi theek karein.,station seating sanitation conditions bahut kharab jaldi theek,146
MORLY/E/2023/2345689,Train ki timings bahut inconsistent hain. Is par kuch karein.,train timings bahut inconsistent,1928
MORLY/E/2023/1234567,"Train ka schedule baar baar change ho raha hai, bahut dikkat ho rahi hai. Please fix it!",train schedule baar baar change bahut dikkat fix,776
MORLY/E/2023/2345678,"Mujhe apne ticket ka paisa wapas nahi mila. Bahut pareshani ho rahi hai, help karein!",apne ticket paisa wapas nahi mila bahut pareshani,1464
MORLY/E/2023/3456789,Railway staff ka behavior accha nahi tha. Unhe training ki zarurat hai.,railway staff behavior accha nahi training zarurat,407
MORLY/E/2023/4567890,"Platform par safai nahi ho rahi hai, bahut ganda hai. Iska kuch karein!",platform safai nahi bahut ganda,375
MORLY/E/2023/5678901,Mere train ka departure time galat hai. Please check and fix this.,train departure time galat check fix,25
MORLY/E/2023/6789012,Ticket ke liye payment karte waqt problem aa rahi hai. Please help!,ticket payment karte waqt problem,1048
MORLY/E/2023/7890123,Railway staff ka behavior thoda rude tha. Isko improve hona chahiye.,railway staff behavior thoda rude isko improve chahiye,504
MORLY/E/2023/8901234,Station ka toilet bahut ganda hai. Iska kuch kiya jaye.,station toilet bahut ganda jaye,318
MORLY/E/2023/9012345,Train ka time schedule kabhi kabhi galat hota hai. Is par dhyan dena chahiye.,train time schedule galat dhyan dena chahiye,378
MORLY/E/2023/0123456,"Mujhe refund nahi mila, jabki maine cancel kiya tha. Help please!",refund nahi mila jabki cancel,790
MORLY/E/2023/1234568,Mere saath railway staff ne bura vyavhaar kiya. Isko sudhara jaaye.,saath railway staff bura vyavhaar isko sudhara jaaye,858
MORLY/E/2023/2345679,"Platform pe koi cover nahi hai, baarish mein dikkat hoti hai. Iska kuch karein!",platform cover nahi baarish dikkat,246
MORLY/E/2023/3456780,Mere train ka platform change kiya gaya bina kisi jaanakari ke. Kya ye sahi hai?,train platform change bina kisi jaanakari sahi,488
MORLY/E/2023/4567891,Payment gateway mein problem hai. Tickets nahi mil rahe hain.,payment gateway problem tickets nahi mil,130
MORLY/E/2023/5678902,"Staff ki training nahi hui hai, behavious accha nahi hai.",staff training nahi behavious accha nahi,1337
MORLY/E/2023/6789013,"Railway station ki building bahut purani hai, renovation ki zarurat hai.",railway station building bahut purani renovation zarurat,1981
MORLY/E/2023/7890124,"Train ka timing sahi nahi hai, galat information di gayi hai. Please rectify.",train timing sahi nahi galat information rectify,179
MORLY/E/2023/8901235,Payment process mein kuch dikkat aa rahi hai. Mujhe madad chahiye!,payment process dikkat chahiye,727
MORLY/E/2023/9012346,"Mujhe staff ke behavior se samasya hai, thoda rude hain. Sudhar hona chahiye.",staff behavior samasya thoda rude sudhar chahiye,504
MORLY/E/2023/0123457,"Railway station par parking ki facility bekar hai, sudhar ki zarurat hai.",railway station parking facility bekar sudhar zarurat,39
MORLY/E/2023/7654321,Mujhe meri train kaafi der se aayi. Kya woh timely nahi ho sakti?,train der timely nahi sakti,444
MORLY/E/2023/6543210,Mujhe mera refund nahi mila. Account number XXXXXX1234 hai.,refund nahi mila account number xxxxxx,1156
MORLY/E/2023/5432109,Train ka staff rude tha. Iske liye kya action liya jayega?,train staff rude iske action jayega,805
MORLY/E/2023/4321098,"Platform ki sadak bahut kharab hai, isko theek karo.",platform sadak bahut kharab isko theek,406
MORLY/E/2023/3210987,"Meri train baar baar late hoti hai, iski wajah kya hai?",train baar baar late iski wajah,206
MORLY/E/2023/2109876,Online ticket purchase nahi ho raha hai. Please help!,online ticket purchase nahi,1187
MORLY/E/2023/1098765,Kya train staff ko training diya ja raha hai? Kabhi kabhi service bekar hoti hai.,train staff training service bekar,326
MORLY/E/2023/0987654,"Station ki cleaning nahi hoti, isse bahut dikkat hoti hai.",station cleaning nahi isse bahut dikkat,127
MORLY/E/2023/8765432,Mujhe mere train ka time schedule samajh nahi aa raha hai.,train time schedule samajh nahi,1104
MORLY/E/2023/7654321,"Payment ke liye confirmation nahi mila, kya karna padega?",payment confirmation nahi mila padega,270
MORLY/E/2023/6543212,Staff ka behavior theek nahi hai. Kya aap kuch kar sakte hain?,staff behavior theek nahi sakte,249
MORLY/E/2023/5432190,"Station ki facilities bahut bekar hain, please kuch karein.",station facilities bahut bekar,1829
MORLY/E/2023/2109875,"Train schedule ki baar baar badalti hai, ye kyu hota hai?",train schedule baar baar badalti kyu,776
MORLY/E/2023/1098764,"Online payment ka transaction fail ho gaya tha, ab kya karun?",online payment transaction fail karun,239
MORLY/E/2023/7654320,Mujhe staff ke service ke baare mein complaint karna hai. Kya karun?,staff service baare complaint karun,1346
MORLY/E/2023/5432108,"Station ki lights nahi jalti, ye bahut dangerous hai.",station lights nahi jalti bahut dangerous,1116
MORLY/E/2023/2109873,Train ki services mein koi issue hai. Kya kuch kiya ja raha hai?,train services issue,129
MORLY/E/2023/0987656,"Payment ka issue hai, please kuch karein.",payment issue,416
MORLY/E/2023/7654321,Personnel ke services thik nahi hain. Kya aap kuch kar sakte hain?,personnel services thik nahi sakte,313
MORLY/E/2023/2345678,Mujhe train ka schedule samajhne mein dikkat ho rahi hai. Kya aap isko thoda sa clear kar sakte hain?,train schedule samajhne dikkat isko thoda clear sakte,940
MORLY/E/2023/3456789,"Maine ek ticket book kiya tha, par payment abhi tak nahi hua. Kya yeh sab thik hoga?",ticket book payment abhi nahi thik hoga,1198
