registration_no,cleaned_text,language
MORLY/E/2023/4567890,platform condition bahut kharab bahut gande safety issues,english
MORLY/E/2023/5678901,train route change bina kisi notice samasya,english
MORLY/E/2023/6789012,payment refund nahi,english
MORLY/E/2023/7890123,railway staff rude behavior unacceptable,english
MORLY/E/2023/8901234,station lifts bahut kharab condition fix,english
MORLY/E/2023/9012345,train cancellation bina kisi notification bahut problem,english
MORLY/E/2023/0123456,refund nahi mila jaldi dekhiye,english
MORLY/E/2023/1234568,staff log bahut rude acceptable nahi,english
MORLY/E/2023/2345679,station bahut gande conditions safai nahi,english
MORLY/E/2023/3456780,train timing sahi nahi aise nahi chalega,english
MORLY/E/2023/4567891,refund response nahi check,english
MORLY/E/2023/5678902,train staff behavior accha nahi training zarurat,english
MORLY/E/2023/6789013,roads condition bahut kharab especially railway crossings,english
MORLY/E/2023/7890124,train schedule bahut irregular ise theek padega,english
MORLY/E/2023/8901235,abhi refund nahi mila check,english
MORLY/E/2023/9012346,staff rude behavior theek nahi,english
MORLY/E/2023/0123457,station safai bahut kharab improve,english
MORLY/E/2023/2345678,train time baar baar change bahut pareshani,english
MORLY/E/2023/3456789,refund nahi mila payment hoga pnr xxxxxx,english
MORLY/E/2023/4567890,staff rude behavior show action,english
MORLY/E/2023/5678901,platform safai nahi bahut ganda,english
MORLY/E/2023/6789012,train ghante late log,english
MORLY/E/2023/7890123,account paisa wapas nahi mila,english
MORLY/E/2023/8901234,lagta staff training nahi dhyan,english
MORLY/E/2023/9012345,station facilities theek nahi,english
MORLY/E/2023/0123456,service bahut slow,english
MORLY/E/2023/1234567,payment confirmation nahi mila karun,english
MORLY/E/2023/2345678,employee galiyaan action,english
MORLY/E/2023/3456789,station toilet safai nahi dekho,english
MORLY/E/2023/4567890,train schedule bahut ghalat train nahi,english
MORLY/E/2023/5678901,refund update nahi jaldi bataiye,english
MORLY/E/2023/6789012,staff ignore jab maangi,english
MORLY/E/2023/7890123,station ganda safai nahi,english
MORLY/E/2023/8901234,train baar baar late log,english
MORLY/E/2023/9012345,payment confirmation nahi jald bataiye,english
MORLY/E/2023/0123456,staff achha behave nahi,english
MORLY/E/2023/9876543,train timing galat ghanta late bahut pareshan,english
MORLY/E/2023/7654321,railway station safai bahut kharab gande paani mushkil,english
MORLY/E/2023/6543210,refund nahi mila jabki cancel account number xxxxxx,english
MORLY/E/2023/5432109,railway staff aksar rude nahi karte jab zarurat,english
MORLY/E/2023/4321098,train schedule hamesha badalta bahut pareshani,english
MORLY/E/2023/3210987,platform bahut kharab state safety issue yahan,english
MORLY/E/2023/2109876,online payment wajah ticket nahi mil chahiye,english
MORLY/E/2023/1098765,train staff train timing acchi knowledge nahi barbar galti,english
MORLY/E/2023/0987654,train delay aam baat travel bahut mushkil bana deta,english
MORLY/E/2023/9876501,railway tracks condition kharab yatra suraksha nahi,english
MORLY/E/2023/8765432,ticket refund nahi mila jabki cancel account number xxxxx,english
MORLY/E/2023/7654320,railway staff behavior theek nahi unko training zarurat,english
MORLY/E/2023/6543219,train service accha nahi bahut samasya aati,english
MORLY/E/2023/5432108,railway platforms bahut kharab haalat bahut dikkat,english
MORLY/E/2023/4321097,online payment confirmation nahi mila zarurat,english
MORLY/E/2023/3210986,lagta staff training zarurat behavior accha nahi,english
MORLY/E/2023/2109875,train punctual chahiye bahut baar samay nahi aati,english
MORLY/E/2023/1098764,railway stations basic facilities nahi hygiene dhyan nahi rakha jata,english
MORLY/E/2023/8765431,payment baad confirmation nahi mila chahiye,english
MORLY/E/2023/1234567,train schedule hamesha late log nahi karte,english
MORLY/E/2023/2345678,ticket paisa wapas nahi mila,english
MORLY/E/2023/3456789,conductor theek nahi bola rude behave,english
MORLY/E/2023/4567890,station safai bahut kharab sakte,english
MORLY/E/2023/5678901,train timing gadbad baar baar late,english
MORLY/E/2023/6789012,ticket kharidne paisa nahi mila bahut samasya,english
MORLY/E/2023/7890123,staff theek service nahi bahut bura anubhav,english
MORLY/E/2023/8901234,platform bahut gande bartan safai nahi,english
MORLY/E/2023/9012345,train direct route band pura time waste,english
MORLY/E/2023/0123456,paisa wapas nahi mila phone assistance nahi mil,english
MORLY/E/2023/1234568,railway staff bura vyavhaar mila action lena padega,english
MORLY/E/2023/2345679,railway stations basic amenities nahi bahut dikkat,english
MORLY/E/2023/3456780,train facilities bahut bekar bahut kameen,english
MORLY/E/2023/4567891,ticket refund nahi mila bahut bura,english
MORLY/E/2023/5678902,staff behavior bahut kharab nahi karta,english
MORLY/E/2023/6789013,station washroom suvidha nahi bahut dikkat,english
MORLY/E/2023/7890124,train time nahi aati roz roz dikkat,english
MORLY/E/2023/8901235,refund nahi mila bahut samasya,english
MORLY/E/2023/9012346,staff ghalat information bahut pareshani,english
MORLY/E/2023/1234567,apne ticket paise wapas nahi mile bahut time,english
MORLY/E/2023/2345678,train time nahi bahut pareshani,english
MORLY/E/2023/3456789,railway station restroom bahut ganda iski safai nahi,english
MORLY/E/2023/4567890,conductor bahut badtameezi iski shikayat karni,english
MORLY/E/2023/5678901,ticket paisa refund nahi jaana,english
MORLY/E/2023/6789012,train late update nahi mil kripya dekhiye,english
MORLY/E/2023/7890123,platform lighting nahi raat safety nahi iski samasya samadhan chahiye,english
MORLY/E/2023/8901234,staff saath bura vyavhaar iski shikayat,english
MORLY/E/2023/9012345,payment pending aayega bahut pareshaan,english
MORLY/E/2023/0123456,train schedule sahi nahi baar baar delay,english
MORLY/E/2023/1234568,railway station parking bahut dikkat space nahi milta,english
MORLY/E/2023/2345679,train staff behavior theek nahi iski shikayat,english
MORLY/E/2023/3456780,ticket paisa nahi bahut pareshaan,english
MORLY/E/2023/4567891,train baar baar cancel notification nahi mil,english
MORLY/E/2023/5678902,station facilities nahi bahut dikkat,english
MORLY/E/2023/6789013,staff nahi samasya nahi,english
MORLY/E/2023/7890124,refund nahi jaldi dekhiye,english
MORLY/E/2023/8901235,train timing baar baar change samasya,english
MORLY/E/2023/9012346,station signal ghalat kaam bahut dikkat,english
MORLY/E/2023/1234567,train time nahi delay bahut tension,english
MORLY/E/2023/2345678,apni booking paisa wapas chahiye refund nahi,english
MORLY/E/2023/3456789,train conductors behavior bahut kharab unko training zarurat,english
MORLY/E/2023/4567890,platform safai nahi bathroom bahut ganda,english
MORLY/E/2023/5678901,train schedule samajh nahi barbar changes,english
MORLY/E/2023/6789012,booking confirmation email nahi mila pura paisa deduction,english
MORLY/E/2023/7890123,tte behavior bahut rude yahan customer service kami,english
MORLY/E/2023/8901234,railway station facilities bahut poor ladies waiting room nahi,english
MORLY/E/2023/9012345,train delay hone wajah meeting miss karni padi unacceptable,english
MORLY/E/2023/0123456,refund wait padega bahut din,english
MORLY/E/2023/1234568,tte bahut bura experience mila customer service training chahiye,english
MORLY/E/2023/2345679,railway station bahut saari facilities nahi sudhrenge,english
MORLY/E/2023/3456780,train time khud badal pata nahi chala isse control hoga,english
MORLY/E/2023/4567891,account paisa deduct tickets nahi mila padega,english
MORLY/E/2023/5678902,tte baat mauka nahi mila customer service nahi,english
MORLY/E/2023/6789013,station bahut badi samasya toilets nahi,english
MORLY/E/2023/7890124,train bahut badbu kharab hoga,english
MORLY/E/2023/8901235,paisa kat tickets nahi bahut serious issue,english
MORLY/E/2023/9012346,tte baat mauka nahi mila nahi,english
MORLY/E/2023/0123457,station bahut saari cheezein kharab sudhar hoga,english
MORLY/E/2023/9876543,train timing change main time nahi pahuncha,english
MORLY/E/2023/8765432,refund nahi mila payment confirm karun,english
MORLY/E/2023/7654321,railway staff bahut rude training zarurat,english
MORLY/E/2023/6543210,platform bahut kharab halat safety khayal nahi rakha,english
MORLY/E/2023/5432109,train delay bahut zyada solution,english
MORLY/E/2023/4321098,ticket payment nahi paise cut,english
MORLY/E/2023/3210987,ticket counter staff bahut bheed bhadak samasya sunne waqt nahi milta,english
MORLY/E/2023/2109876,railway station infrastructure bahut purana naya banana chahiye,english
MORLY/E/2023/1098765,train schedule bahut fluctuating fix,english
MORLY/E/2023/0987654,payment pending sahi,english
MORLY/E/2023/4567890,staff baat mushkil aati samasya sunne time nahi,english
MORLY/E/2023/5678901,station sanitation bahut kharab kafi bekar lag,english
MORLY/E/2023/6789012,train journey bahut uncomfortable dhyan dena chahiye,english
MORLY/E/2023/7890123,ticket cancellation refund nahi mila,english
MORLY/E/2023/8901234,ticket counter staff log unresponsive samasya sunne time nahi,english
MORLY/E/2023/1234569,station cleanliness bahut kharab bahar aaye logon dikkat,english
MORLY/E/2023/2345670,train service bekar samay nahi mil dhyan,english
MORLY/E/2023/3456781,payment issue bhut din,english
MORLY/E/2023/4567892,staff log samasya sunne asamarth training jaye,english
MORLY/E/2023/7890125,station water supply nahi bahut dikkat,english
MORLY/E/2023/1234567,train schedule samajh nahi correct timing bata sakte,english
MORLY/E/2023/7654321,ticket book payment nahi account paise kat karu,english
MORLY/E/2023/2345678,train staff customer service achi nahi unhone avoid main bahut naraz,english
MORLY/E/2023/3456789,platform condition bahut kharab khud chalna mushkil sakta,english
MORLY/E/2023/4567890,train delay samajh nahi aakhir nahin chal,english
MORLY/E/2023/5678901,refund nahi mila main baar baar complain sakte,english
MORLY/E/2023/6789012,train staff behavior theek nahi unki training kami,english
MORLY/E/2023/7890123,railway stations facilities bahut bekar sudharne zaroorat,english
MORLY/E/2023/8901234,train mai seat nahi mil har baar full,english
MORLY/E/2023/9012345,online ticket book kisi wajah cancel refund hoga,english
MORLY/E/2023/0123456,train staff nahi bahut bekar service,english
MORLY/E/2023/1237890,railway infrastructure bahut purani nayi technology lagani chahiye,english
MORLY/E/2023/4561237,train mai information nahi mil logo kaam chahiye,english
MORLY/E/2023/7894561,ticket cancel refund abhi nahi mila check sakte,english
MORLY/E/2023/1234568,train staff service bahut bekar training deni chahiye,english
MORLY/E/2023/2345671,railway station bahut dirty safai dhyan dena chahiye,english
MORLY/E/2023/3456780,train timings samasya samay nahi aati,english
MORLY/E/2023/7890124,ticket cancel paise abhi wapas nahi aaye check sakte,english
MORLY/E/2023/8901245,train staff behavior theek nahi sudharna chahiye,english
MORLY/E/2023/9012347,railway station cleanliness bahut kharab sudhar zarurat,english
MORLY/E/2023/1234567,train time nahi aana bahut pareshani samasya,english
MORLY/E/2023/2345678,ticket payment confirmation nahi mila account xxx hoga,english
MORLY/E/2023/3456789,platform bahut gandh safai nahi samasya,english
MORLY/E/2023/4567890,train staff vyavhaar acha nahi aisa chalna theek,english
MORLY/E/2023/5678901,train route badal bina kisi soochna kaisa,english
MORLY/E/2023/6789012,ticket paise wapas nahi aaye samasya,english
MORLY/E/2023/7890123,railway station building purani nahi,english
MORLY/E/2023/8901234,train guard vyavhaar bahut bura kadam uthaya jaega,english
MORLY/E/2023/9012345,train schedule baar baar badal samasya suljhaayenge,english
MORLY/E/2023/0123456,ticket refund nahi mil,english
MORLY/E/2023/1234568,station paani kami sakta,english
MORLY/E/2023/2345679,railway staff vyavhaar samajhdari nahi sakta,english
MORLY/E/2023/3456780,train khana nahi mil sakta,english
MORLY/E/2023/4567891,ticket paisa wapas nahi mil samasya,english
MORLY/E/2023/5678902,station purana nahi dikh chalega,english
MORLY/E/2023/6789013,pehle booked seat dusre logon baithna bahut samasya bana iski jaanch hogi,english
MORLY/E/2023/7890124,train service kharab baat,english
MORLY/E/2023/8901235,ticket payment abhi confirmation nahi mila samasya,english
MORLY/E/2023/9012346,railway station safai kami,english
MORLY/E/2023/0123457,train guard seat bekar vyavhaar jayega,english
MORLY/E/2023/1234567,train schedule bahut late ise theek kare,english
MORLY/E/2023/2345678,payment refund nahi mila milega,english
MORLY/E/2023/3456789,station staff behavior bahut kharab kare,english
MORLY/E/2023/4567890,platform safai nahi bahut ganda,english
MORLY/E/2023/5678901,train abhi nahi,english
MORLY/E/2023/6789012,booking payment nahi mila karu,english
MORLY/E/2023/7890123,railway staff baat bahut mushkil nahi milti,english
MORLY/E/2023/8901234,station building bahut cracks safe,english
MORLY/E/2023/9012345,train timings baar baar change theek nahi,english
MORLY/E/2023/0123456,payment process dikkat kare,english
MORLY/E/2023/1234590,train staff baat nahi karun,english
MORLY/E/2023/2345681,rail yatra platform unsafe kare,english
MORLY/E/2023/3456792,train seat confirm nahi bahut samasya,english
MORLY/E/2023/4567803,refund process samajh nahi kare,english
MORLY/E/2023/5678914,staff baat mushkil nahi milti,english
MORLY/E/2023/6789025,railway station building bahut purani kharab,english
MORLY/E/2023/7890136,train delay bahut zyada kare,english
MORLY/E/2023/8901247,payment confirmation nahi mila,english
MORLY/E/2023/9012358,staff baat nahi mil dekhein,english
MORLY/E/2023/1234567,train schedule pata nahi chal website check information nahi mil,english
MORLY/E/2023/2345678,ticket book payment nahi abhi karu,english
MORLY/E/2023/3456789,station bahut ganda cleaning dhyaan nahi action,english
MORLY/E/2023/4567890,train staff behavior bohot kharab training zarurat,english
MORLY/E/2023/5678901,train late information nahi mil bahut pareshani,english
MORLY/E/2023/6789012,payment wajah ticket cancel kisi tarah samadhan chahiye,english
MORLY/E/2023/7890123,platform dard kisi suvidha nahi karenge,english
MORLY/E/2023/8901234,ticket counter staff bohot rude aapko chahiye,english
MORLY/E/2023/9012345,train timing nahi pata chal samay wait,english
MORLY/E/2023/0123456,refund chahiye nahi mila sakte,english
MORLY/E/2023/1234568,railway station building bahut purani iski jarurat repair,english
MORLY/E/2023/2345679,train guard service bahut bekar training zarurat,english
MORLY/E/2023/3456780,train schedule bare update nahi logon chahiye,english
