registration_no,subject_content_text,cleaned_text,ymeans_cluster
MORLY/E/2023/0123457,"Staff ki training karne ki zarurat hai, kaam nahi kar rahe.",staff training zarurat kaam nahi,0
MORLY/E/2023/1234578,"Toilets bahut gande hain, safai nahi hoti kabhi.",toilets bahut gande safai nahi,0
MORLY/E/2023/2345689,"Train ki frequency kam hai, bahut dikkat hoti hai.",train frequency kam bahut dikkat,0
MORLY/E/2023/3456790,"Mera ticket cancel ho gaya, refund nahi mila abhi tak.",ticket cancel refund nahi mila abhi,1
MORLY/E/2023/4567802,"Staff ka attitude theek nahi hai, zarurat hai training ki.",staff attitude theek nahi zarurat training,0
MORLY/E/2023/5678913,"Station ki safai nahi ho rahi hai, bahut ganda hai.",station safai nahi bahut ganda,0
MORLY/E/2023/6789024,"Train ka coach accha nahi tha, pareshani hui.",train coach accha nahi pareshani,0
MORLY/E/2023/7890135,"Refund nahi mila ab tak, kitna time lagega?",refund nahi mila time lagega,1
MORLY/E/2023/8901246,"Staff ka response badhiya nahi tha, sudhar kariye.",staff response badhiya nahi sudhar kariye,0
MORLY/E/2023/9012357,"Platform kharab hai, bahut dikkat ho rahi hai.",platform kharab bahut dikkat,0
MORLY/E/2023/1234567,Trains are often late and the announcements are not clear. Bahut pareshani hoti hai.,trains often late announcements clear bahut pareshani,0
MORLY/E/2023/2345678,I have not received my refund for the ticket cancellation. Yeh bahut frustrating hai!,received refund ticket cancellation bahut frustrating,1
MORLY/E/2023/3456789,The ticket collector was very rude during my journey. Is tarah se nahi bolna chahiye.,ticket collector rude journey tarah nahi bolna chahiye,0
MORLY/E/2023/4567890,The railway station is not clean and the waiting area is very uncomfortable. Ye bahut bekar hai!,railway station clean waiting area uncomfortable bahut bekar,0
MORLY/E/2023/5678901,"Trains are overcrowded, and I couldn't get a seat. Bahut dikkat hoti hai travel karne mein.",trains overcrowded couldnt get seat bahut dikkat travel,0
MORLY/E/2023/6789012,I was charged twice for the same ticket. Yeh bahut galat hai!,charged twice ticket bahut galat,0
MORLY/E/2023/7890123,The staff at the station were unhelpful and didn't assist with my queries. Bahut bekar vyavhar hai.,staff station unhelpful didnt assist queries bahut bekar vyavhar,0
MORLY/E/2023/8901234,"The platforms are not properly maintained, and it's hazardous. Bahut dikkat hoti hai sambhalne mein.",platforms properly maintained hazardous bahut dikkat sambhalne,0
MORLY/E/2023/9012345,Train is consistently late by over an hour. Isse meri connectivity bahut affect hoti hai.,train consistently late hour isse connectivity bahut affect,0
MORLY/E/2023/0123456,"My ticket payment was not successful, and now I am facing issues. Bahut dikkat ho rahi hai.",ticket payment successful facing issues bahut dikkat,1
MORLY/E/2023/1234560,The staff at the ticket counter were not cooperative and made the process long. Kam se kam madad toh milni chahiye.,staff ticket counter cooperative made process long kam kam milni chahiye,0
MORLY/E/2023/2345671,The restrooms at the station are in terrible condition. Bahut hi ganda hai!,restrooms station terrible condition bahut ganda,0
MORLY/E/2023/3456782,There is a lack of information about train schedules at the station. Bahut confusion hoti hai.,lack information train schedules station bahut confusion,0
MORLY/E/2023/4567893,"My payment for a ticket was unsuccessful, and I didn't receive any help. Yeh kaise hoga?",payment ticket unsuccessful didnt receive hoga,1
MORLY/E/2023/5678904,The personnel at the booking counter were not polite and made my experience unpleasant. Yeh bahut galat hai.,personnel booking counter polite made experience unpleasant bahut galat,0
MORLY/E/2023/6789015,The elevators at the station are not working properly. Yeh bahut pareshani hai.,elevators station working properly bahut pareshani,0
MORLY/E/2023/7890126,"The train schedules are not being followed properly, and it causes a lot of inconvenience to passengers. Yeh bahut samasya hai.",train schedules followed properly causes lot inconvenience passengers bahut samasya,0
MORLY/E/2023/8901237,I was charged incorrectly for my ticket. Ye samasya suljhaani hai.,charged incorrectly ticket samasya suljhaani,1
MORLY/E/2023/9012348,The personnel were not trained well and lacked knowledge regarding ticket booking. Bahut dikkat hoti hai.,personnel trained well lacked knowledge regarding ticket booking bahut dikkat,0
MORLY/E/2023/0123460,The platforms are too narrow and unsafe during peak hours. Yeh bahut khatarnak hai.,platforms narrow unsafe peak hours bahut khatarnak,0
MORLY/E/2023/1234567,Train delays are ruining my schedule. Bahut dikkat ho rahi hai.,train delays ruining schedule bahut dikkat,0
MORLY/E/2023/1234567,Mujhe train ke schedule mein bahut dikkat ho rahi hai. Mere PNR X123456 ko lekar bhi koi update nahi hai.,train schedule bahut dikkat pnr lekar update nahi,0
MORLY/E/2023/2345678,Mujhe apne ticket ki payment ka confirmation nahi mila hai. Kripya madad karein.,apne ticket payment confirmation nahi mila kripya,1
MORLY/E/2023/3456789,Station par seating arrangement bahut kharab hai. Bahut problems face karna pad raha hai.,station seating arrangement bahut kharab bahut problems face pad,0
MORLY/E/2023/4567890,Train ke staff ne mujhe proper information nahi di. Isse mujhe bahut problem hui.,train staff proper information nahi isse bahut problem,0
MORLY/E/2023/5678901,"Meri train ka time change ho gaya hai, mujhe kisi ne inform nahi kiya. Ye bahut pareshani hai.",train time change kisi inform nahi bahut pareshani,0
MORLY/E/2023/6789012,"Maine online ticket liya tha, par payment nahi hui. Ye kaise solve hoga?",online ticket payment nahi solve hoga,1
MORLY/E/2023/7890123,"Station par safai nahi ho rahi hai, ye bahut kharab hai. Kripya kuch karein.",station safai nahi bahut kharab kripya,0
MORLY/E/2023/8901234,Kuch staff members bahut rude hain aur madad nahi karte. Ye problem hai.,staff members bahut rude nahi karte problem,0
MORLY/E/2023/9012345,Train late ho rahi hai koi reason nahi bata raha. Kya hota hai kabhi?,train late reason nahi bata,0
MORLY/E/2023/0123456,Maine 2 mahine pehle ticket liya tha par refund nahi mila. Ye kaise hoga?,mahine pehle ticket refund nahi mila hoga,1
MORLY/E/2023/1234568,"Platform ka structure bahut kharab ho gaya hai, bahut dar lagta hai. Ye jaldi theek karein.",platform structure bahut kharab bahut dar lagta jaldi theek,0
MORLY/E/2023/2345679,Kuch staff bahut neglect kar rahe hain. Kya aap inhe training de sakte hain?,staff bahut neglect inhe training sakte,0
MORLY/E/2023/3456780,Mujhe koi information nahi mil rahi hai meri train ke baare mein. Ye quantity bahut badi hai.,information nahi mil train baare quantity bahut badi,0
MORLY/E/2023/4567891,Mujhe apne refund ke baare mein koi information nahi hai. Help karein.,apne refund baare information nahi,0
MORLY/E/2023/5678902,Train station par bahut sadak kharab hai. Ye theek karne ki zarurat hai.,train station bahut sadak kharab theek zarurat,0
MORLY/E/2023/6789013,"Mujhe kisi staff se help nahi mil rahi hai, wo mujhe ignore kar rahe hain.",kisi staff nahi mil ignore,0
MORLY/E/2023/7890124,Kya train ka timing badal gaya hai? Ye bahut confusion create kar raha hai.,train timing badal bahut confusion create,0
MORLY/E/2023/8901235,"Ticket ka payment nahi ho raha, aur ye baar baar ho raha hai. Madad karein.",ticket payment nahi baar baar,1
MORLY/E/2023/9012346,Coaching facilities bahut kharab hain. Kripya dhyan dein.,coaching facilities bahut kharab kripya dhyan dein,0
MORLY/E/2023/0123457,Mujhe staff se kisi tarah ki help nahi mil rahi. Kya koi complain register karu?,staff kisi tarah nahi mil complain register karu,0
MORLY/E/2023/1234569,Train ka koi information nahi mil raha. Bahut samasya hai.,train information nahi mil bahut samasya,0
MORLY/E/2023/7654321,Train ka time pe nahi aana bahut dikkat ho raha hai mujhe. Pichli baar bhi late aaye the.,train time nahi aana bahut dikkat pichli baar late aaye,0
MORLY/E/2023/2345678,Maine ticket book kiya tha lekin paise nahi gaye. Refund ka kya hoga?,ticket book paise nahi refund hoga,1
MORLY/E/2023/3456789,Station ki safai bahut kharab hai. Toilets bhi saaf nahi hai.,station safai bahut kharab toilets saaf nahi,0
MORLY/E/2023/4567890,Staff ka behavior thik nahi hai. Unhe training ki zarurat hai.,staff behavior thik nahi training zarurat,0
MORLY/E/2023/6789012,Meri train 3 ghante late ho gayi. Bahut samasya hui.,train ghante late bahut samasya,0
MORLY/E/2023/7890123,"Payment ke liye maine jo request ki thi, uska abhi tak kuch nahi hua.",payment request abhi nahi,1
MORLY/E/2023/8901234,Platform bahut chhota hai. Train ke aate waqt logon ko dikkat hoti hai.,platform bahut chhota train waqt logon dikkat,0
MORLY/E/2023/9012345,"Train ke staff se baat karte waqt mujhe acha nahi laga, unka behavior thik nahi tha.",train staff baat karte waqt acha nahi laga behavior thik nahi,0
MORLY/E/2023/0123456,"Meri train ka ticket kaafi din se pending hai, koi response nahi mil raha.",train ticket din pending response nahi mil,1
MORLY/E/2023/1234567,"Mujhe refund ka process samajh nahi aa raha, plz madad karein.",refund process samajh nahi plz,1
MORLY/E/2023/2345678,"Platform par paani bhara hua hai, bahut dikkat hoti hai.",platform paani bhara bahut dikkat,0
MORLY/E/2023/3456789,Staff ka behavior thik nahi hai. Unko customer service training ki zarurat hai.,staff behavior thik nahi unko customer service training zarurat,0
MORLY/E/2023/4567890,"Meri train ka time bar bar change ho raha hai, mujhe samasya ho rahi hai.",train time bar bar change samasya,0
MORLY/E/2023/5678901,Mujhe payment ka confirmation abhi tak nahi mila hai. Refund cheezein clear nahi hain.,payment confirmation abhi nahi mila refund cheezein clear nahi,1
MORLY/E/2023/6789012,"Station par parking ki jagah nahi hai, bhari samasya hoti hai.",station parking jagah nahi bhari samasya,0
MORLY/E/2023/7890123,"Staff ka behavior kabhi kabhi thik nahi hota, unhe training ki zarurat hai.",staff behavior thik nahi training zarurat,0
MORLY/E/2023/8901235,"Meri train baar baar cancel ho rahi hai, bahut samasya ho rahi hai.",train baar baar cancel bahut samasya,0
MORLY/E/2023/9012346,"Mujhe payment ka confirmation nahi mila, bahut takleef ho rahi hai.",payment confirmation nahi mila bahut takleef,1
MORLY/E/2023/2549738,"Train time pe nahi aayi, sab log pareshan ho gaye. Kya aap kuch kar sakte hain?",train time nahi log pareshan sakte,0
MORLY/E/2023/8765432,"Mujhe refund nahi mila hai, maine kuch din pehle ticket cancel kiya tha.",refund nahi mila din pehle ticket cancel,1
MORLY/E/2023/1357924,"Conductor ne bilkul samay par nahi aaya, bahut samasya hui.",conductor samay nahi bahut samasya,0
MORLY/E/2023/4567890,"Platform ki safai nahi hui, bahut ganda hai. Kya aap kuch kar sakte hain?",platform safai nahi bahut ganda sakte,0
MORLY/E/2023/8432165,"Train ka schedule khud hi change ho gaya, kisi ne nahi bataya. Bahut dikkat hui.",train schedule khud change kisi nahi bataya bahut dikkat,0
MORLY/E/2023/1928374,"Mera payment status abhi tak update nahi hua hai, samasya kya hai?",payment status abhi update nahi samasya,0
MORLY/E/2023/5678901,"Railway staff ne meri madad nahi ki, bahut samasya hui.",railway staff nahi bahut samasya,0
MORLY/E/2023/3456789,"Railway station par bahut gande paani ki samasya hai, jaldi se dekhiye.",railway station bahut gande paani samasya jaldi dekhiye,0
MORLY/E/2023/1352468,"Train ka time tab badal gaya jab hum station pahunch gaye, samasya hai.",train time tab badal jab station pahunch samasya,0
MORLY/E/2023/9876543,"Mujhe ticket ka refund nahi mila, kahan jaana hai mujhe?",ticket refund nahi mila jaana,1
MORLY/E/2023/2468013,"Mujhe train mein koi madad nahi mili, staff bahut bekar the.",train nahi mili staff bahut bekar,0
MORLY/E/2023/5432167,"Platform par koi bhi roshni nahi hai, raat ko bahut dar lagta hai.",platform roshni nahi raat bahut dar lagta,0
MORLY/E/2023/3216548,"Train ki timing ka koi pata nahi mil raha hai, bahut dikkat ho rahi hai.",train timing pata nahi mil bahut dikkat,0
MORLY/E/2023/6783451,"Mera payment nahi hua hai, ticket kharida tha lekin abhi tak nahi aaya.",payment nahi ticket kharida abhi nahi,1
MORLY/E/2023/1325468,"Staff ne meri madad nahi ki, mujhe badi samasya hui.",staff nahi badi samasya,0
MORLY/E/2023/2345678,"Station par bahut gandi halat hai, safai nahi ho rahi hai.",station bahut gandi halat safai nahi,0
MORLY/E/2023/6789012,"Mujhe train miss ho gayi, staff se koi madad nahi mili.",train miss staff nahi mili,0
MORLY/E/2023/9871234,"Mera payment nahi hua hai, bahut din ho gaye.",payment nahi bahut din,1
MORLY/E/2023/6543210,"Railway staff ne mujhe madad nahi ki, samasya thi.",railway staff nahi samasya,0
MORLY/E/2023/7591234,Mujhe train ka schedule pata nahi chala. Please koi update bheje.,train schedule pata nahi chala update bheje,0
MORLY/E/2023/8429876,Meri ticket ki payment nahi ho rahi hai. Help karein!,ticket payment nahi,1
MORLY/E/2023/4567890,Platform par safai nahi ho rahi hai aur bhari gandh hai. Please kuch karein!,platform safai nahi bhari gandh,0
MORLY/E/2023/1234567,Train staff rude hain aur service bekar hai. Iske liye action lena chahiye.,train staff rude service bekar iske action lena chahiye,0
MORLY/E/2023/2345678,Train der se aayi aur mujhe kaafi dikkat hui. Iska kya hoga?,train der dikkat hoga,0
MORLY/E/2023/3456789,Mujhe refund nahi mila hai. Please meri madad karein!,refund nahi mila,1
MORLY/E/2023/5678901,Railway station par facilities theek nahi hain. Water aur toilet ki koi suvidha nahi hai.,railway station facilities theek nahi water toilet suvidha nahi,0
MORLY/E/2023/6789012,"Staff ki training sahi nahi hai, sabko basic knowledge nahi hai.",staff training sahi nahi sabko basic knowledge nahi,0
MORLY/E/2023/7890123,"Train ka routing sahi nahi hai, mujhe bahut takleef ho rahi hai.",train routing sahi nahi bahut takleef,0
MORLY/E/2023/8901234,"Mujhe ticket refund nahi mila hai, samasya hai!",ticket refund nahi mila samasya,1
MORLY/E/2023/9012345,"Foot overbridge ki repair nahi hui hai, logon ko dikkat hoti hai.",foot overbridge repair nahi logon dikkat,0
MORLY/E/2023/0123456,"Train crew ki behavior theek nahi hai, logon ko samasya hoti hai.",train crew behavior theek nahi logon samasya,0
MORLY/E/2023/1234567,Train ka timing sahi nahi hai aur main miss kar raha hoon.,train timing sahi nahi main miss,0
MORLY/E/2023/2345678,Mujhe payment ka confirmation nahi mila hai. Help karein!,payment confirmation nahi mila,1
MORLY/E/2023/3456789,"Rail track ke paas ka area kharab hai, bahut khatarnak hai.",rail track paas area kharab bahut khatarnak,0
MORLY/E/2023/4567890,"Station staff ka behavior sahi nahi hai, bahut dikkat hoti hai.",station staff behavior sahi nahi bahut dikkat,0
MORLY/E/2023/5678901,"Train mein ac aachha nahi hai, bahut garmi hai.",train aachha nahi bahut garmi,0
MORLY/E/2023/6789012,"Mujhe refund nahi mila hai, meri badi samasya hai.",refund nahi mila badi samasya,1
MORLY/E/2023/7890123,"Railway station par parking ki kami hai, bahut dikkat hoti hai.",railway station parking kami bahut dikkat,0
MORLY/E/2023/8901234,"Staff ki training bekar hai, kaam nahi kar rahe hain.",staff training bekar kaam nahi,0
MORLY/E/2023/9012345,"Train ka timing bahut hi bekar hai, please sudhar karein.",train timing bahut bekar sudhar,0
MORLY/E/2023/1234567,Train ka time bahut late hota hai. Kabhi bhi punctual nahi hota. Yeh bohot samasya hai.,train time bahut late punctual nahi bohot samasya,0
MORLY/E/2023/7654321,Mujhe ticket booking ke dauran payment ka issue aa raha hai. Koi solution nahi mil raha.,ticket booking dauran payment issue solution nahi mil,1
MORLY/E/2023/2345678,Railway staff ka behavior bilkul sahi nahi hai. Unka attitude bohot kharab hai.,railway staff behavior sahi nahi attitude bohot kharab,0
MORLY/E/2023/3456789,Platform pe bohot gandh hai aur safai nahi ki ja rahi hai. Yeh bilkul unacceptable hai.,platform bohot gandh safai nahi unacceptable,0
MORLY/E/2023/4567890,Train ko jaldi jaldi nahi chhodna chahiye. Yeh passengers ke liye bahut mushkil hota hai.,train jaldi jaldi nahi chhodna chahiye passengers bahut mushkil,0
MORLY/E/2023/5678901,Mujhe refund nahi mil raha hai. Ticket cancel kiya tha par paisa wapas nahi aaya.,refund nahi mil ticket cancel paisa wapas nahi,1
MORLY/E/2023/6789012,Train ke staff ka behavior accha nahi hai. Unhe train mein discipline ka dhyan rakhna chahiye.,train staff behavior accha nahi train discipline dhyan rakhna chahiye,0
