registration_no,subject_content_text,dbscan_cluster
MORLY/E/2023/9012345,Train ki late arrival se humare plans bigad gaye hain. Koi solution dijiye.,0
MORLY/E/2023/0123456,Mujhe ek galat transaction ke liye refund nahi mila hai. Bahut pareshaan hoon.,0
MORLY/E/2023/1234560,"Train mein staff ka behavior theek nahi hai, unhone mera sammaan nahi kiya.",0
MORLY/E/2023/2345671,"Platforms bahut kharab hain, unhe repair karna zaroori hai. Ye railway station ka image kharab kar raha hai.",0
MORLY/E/2023/3456782,"Train ka schedule bar bar badal raha hai, mujhe samasya ho rahi hai. Kya kuch kiya ja sakta hai?",0
MORLY/E/2023/4567893,"Refund ke liye maine request ki thi, lekin ab tak mujhe kuch nahi mila. Bahut pareshaan hoon.",0
MORLY/E/2023/5678904,Mujhe staff ka behavior bahut kharab laga. Unhone meri help nahi ki jab mujhe zaroorat thi.,0
MORLY/E/2023/6789015,"Station par bahut saari cheezein kharab hain, jaise seating aur lighting. Ye bahut zaroori hai.",0
MORLY/E/2023/7890126,Train ki timing se mujhe bahut dikkat ho rahi hai. Koi thik karein iski.,0
MORLY/E/2023/8901239,"Mujhe ek payment issue hai, maine online ticket book ki thi lekin paisa nahi mila. Kya karoon?",0
MORLY/E/2023/9012347,Staff ka attitude acha nahi hai. Unhone meri madad nahi ki jab mujhe zarurat thi.,0
MORLY/E/2023/0123458,Station par seating aur sanitation ki conditions bahut kharab hain. Jaldi theek karein.,0
MORLY/E/2023/2345689,Train ki timings bahut inconsistent hain. Is par kuch karein.,0
MORLY/E/2023/1234567,"Train ka schedule baar baar change ho raha hai, bahut dikkat ho rahi hai. Please fix it!",0
MORLY/E/2023/2345678,"Mujhe apne ticket ka paisa wapas nahi mila. Bahut pareshani ho rahi hai, help karein!",0
MORLY/E/2023/3456789,Railway staff ka behavior accha nahi tha. Unhe training ki zarurat hai.,0
MORLY/E/2023/4567890,"Platform par safai nahi ho rahi hai, bahut ganda hai. Iska kuch karein!",0
MORLY/E/2023/5678901,Mere train ka departure time galat hai. Please check and fix this.,-1
MORLY/E/2023/6789012,Ticket ke liye payment karte waqt problem aa rahi hai. Please help!,0
MORLY/E/2023/7890123,Railway staff ka behavior thoda rude tha. Isko improve hona chahiye.,0
MORLY/E/2023/8901234,Station ka toilet bahut ganda hai. Iska kuch kiya jaye.,0
MORLY/E/2023/9012345,Train ka time schedule kabhi kabhi galat hota hai. Is par dhyan dena chahiye.,0
MORLY/E/2023/0123456,"Mujhe refund nahi mila, jabki maine cancel kiya tha. Help please!",0
MORLY/E/2023/1234568,Mere saath railway staff ne bura vyavhaar kiya. Isko sudhara jaaye.,1
MORLY/E/2023/2345679,"Platform pe koi cover nahi hai, baarish mein dikkat hoti hai. Iska kuch karein!",0
MORLY/E/2023/3456780,Mere train ka platform change kiya gaya bina kisi jaanakari ke. Kya ye sahi hai?,0
MORLY/E/2023/4567891,Payment gateway mein problem hai. Tickets nahi mil rahe hain.,0
MORLY/E/2023/5678902,"Staff ki training nahi hui hai, behavious accha nahi hai.",0
MORLY/E/2023/6789013,"Railway station ki building bahut purani hai, renovation ki zarurat hai.",0
MORLY/E/2023/7890124,"Train ka timing sahi nahi hai, galat information di gayi hai. Please rectify.",0
MORLY/E/2023/8901235,Payment process mein kuch dikkat aa rahi hai. Mujhe madad chahiye!,0
MORLY/E/2023/9012346,"Mujhe staff ke behavior se samasya hai, thoda rude hain. Sudhar hona chahiye.",0
MORLY/E/2023/0123457,"Railway station par parking ki facility bekar hai, sudhar ki zarurat hai.",0
MORLY/E/2023/7654321,Mujhe meri train kaafi der se aayi. Kya woh timely nahi ho sakti?,0
MORLY/E/2023/6543210,Mujhe mera refund nahi mila. Account number XXXXXX1234 hai.,0
MORLY/E/2023/5432109,Train ka staff rude tha. Iske liye kya action liya jayega?,0
MORLY/E/2023/4321098,"Platform ki sadak bahut kharab hai, isko theek karo.",0
MORLY/E/2023/3210987,"Meri train baar baar late hoti hai, iski wajah kya hai?",0
MORLY/E/2023/2109876,Online ticket purchase nahi ho raha hai. Please help!,0
MORLY/E/2023/1098765,Kya train staff ko training diya ja raha hai? Kabhi kabhi service bekar hoti hai.,0
MORLY/E/2023/0987654,"Station ki cleaning nahi hoti, isse bahut dikkat hoti hai.",0
MORLY/E/2023/8765432,Mujhe mere train ka time schedule samajh nahi aa raha hai.,0
MORLY/E/2023/7654321,"Payment ke liye confirmation nahi mila, kya karna padega?",0
MORLY/E/2023/6543212,Staff ka behavior theek nahi hai. Kya aap kuch kar sakte hain?,0
MORLY/E/2023/5432190,"Station ki facilities bahut bekar hain, please kuch karein.",0
MORLY/E/2023/2109875,"Train schedule ki baar baar badalti hai, ye kyu hota hai?",0
MORLY/E/2023/1098764,"Online payment ka transaction fail ho gaya tha, ab kya karun?",0
MORLY/E/2023/7654320,Mujhe staff ke service ke baare mein complaint karna hai. Kya karun?,0
MORLY/E/2023/5432108,"Station ki lights nahi jalti, ye bahut dangerous hai.",0
MORLY/E/2023/2109873,Train ki services mein koi issue hai. Kya kuch kiya ja raha hai?,0
MORLY/E/2023/0987656,"Payment ka issue hai, please kuch karein.",0
MORLY/E/2023/7654321,Personnel ke services thik nahi hain. Kya aap kuch kar sakte hain?,-1
MORLY/E/2023/2345678,Mujhe train ka schedule samajhne mein dikkat ho rahi hai. Kya aap isko thoda sa clear kar sakte hain?,0
MORLY/E/2023/3456789,"Maine ek ticket book kiya tha, par payment abhi tak nahi hua. Kya yeh sab thik hoga?",0
MORLY/E/2023/4567890,"Mujhe kisi staff member se baat karne mein dikkat aa rahi hai, kuch samasya hai unse.",0
MORLY/E/2023/5678901,"Railway station par kuch infrastructure ki kami hai, bahut mushkil hota hai yahan se guzarna.",0
MORLY/E/2023/6789012,"Train ki timing aksar change hoti hai, kya aap is par koi solution de sakte hain?",-1
MORLY/E/2023/7890123,Maine ek ticket cancel kiya tha par paisa nahi wapas aaya. Kya ho raha hai?,0
MORLY/E/2023/8901234,"Kuch staff members se mujhe accha vyavhaar nahi mila, is par kaam kijiye.",0
MORLY/E/2023/9012345,"Station par toilets kaafi gande hain, is par kuch karna chahiye.",0
MORLY/E/2023/0123456,"Train late hoti hai, iska koi fix hai kya?",0
MORLY/E/2023/1234567,"Mere account se paisa kata gaya par ticket nahi mili, kya karein?",0
MORLY/E/2023/2345678,"Kuch staff members ka vyavhaar achcha nahi hai, iski jaanch honi chahiye.",0
MORLY/E/2023/3456789,"Platform bahut saaf nahi hai, aap log kuch kar sakte ho kya?",0
MORLY/E/2023/4567890,"Train time se nahi aa rahi hai, kya aap kuch kar sakte ho?",0
MORLY/E/2023/5678901,"Mujhe refund nahi mila, ticket ki cancellation ke liye kya karna hoga?",0
MORLY/E/2023/6789012,Kuch railway staff ka vyavhaar bahut behtar hona chahiye.,0
MORLY/E/2023/7890123,"Railway station par bahut saaf safai nahi hai, kuch samasya hai.",0
MORLY/E/2023/8901234,"Train ki punctuality bahut kharab hai, is par kuch kaam karein.",0
MORLY/E/2023/9012345,"Mujhe ticket ke liye payment nahi hua, kya karna hoga?",0
MORLY/E/2023/2345678,"Mujhe train ke late hone ki wajah se bahut pareshaani hui. Aaj to bahut hi late hui thi, koi khabar nahi di.",0
MORLY/E/2023/3456789,"Mujhe refund nahi mila, jabki maine cancellation kiya tha. Kripya meri madad karein.",0
MORLY/E/2023/4567890,Train ke staff ne mujhe accha vyavhar nahi diya. Kripya unhe samjhaen.,-1
MORLY/E/2023/5678901,Station par saaf safai nahi hui hai. Is wajah se bahut samasya hoti hai.,0
MORLY/E/2023/6789012,Mujhe train ki timings ke baare mein jankari nahi milti. Kripya madad karein.,0
MORLY/E/2023/7890123,Mujhe payment ke liye confirmation email nahi aaya. Yeh bahut samasya hai.,0
MORLY/E/2023/8901234,Staff ne meri madad nahi ki jab mujhe ticket chahiye tha. Yeh bahut bura laga.,0
MORLY/E/2023/9012345,Station par infrastructure bahut kharab hai. Aamdaani kam hai is wajah se.,0
MORLY/E/2023/0123456,Train ke delays se mujhe bahut pareshaani hui hai. Aap is par kuch karein.,0
MORLY/E/2023/1234567,Mujhe refund ke liye baar baar follow-up karna pad raha hai. Yeh bahut samasya hai.,0
MORLY/E/2023/2345678,Staff ne mujhe information nahi di jab mujhe zarurat thi. Yeh bilkul theek nahi hai.,0
MORLY/E/2023/3456789,"Kuch stations par cleanliness nahi hai, is wajah se bahut samasya hoti hai.",-1
MORLY/E/2023/4567890,"Train ka time schedule bahut poor hai, is wajah se mujhe dikkat hoti hain.",0
MORLY/E/2023/5678901,Mujhe payment ke liye confirmation nahi mila. Yeh samasya hai.,0
MORLY/E/2023/6789012,Train ke staff ne mujhe assistance nahi diya jab mujhe zarurat thi. Yeh bilkul theek nahi hai.,0
MORLY/E/2023/7890123,"Station ki infrastructure bahut kharab hai, yeh bilkul theek nahi hai.",0
MORLY/E/2023/8901234,"Train ke announcement mein clarity nahi hai, mujhe bahut pareshaani hoti hai.",0
MORLY/E/2023/9012345,"Payment ka process bahut slow hai, mujhe ismein dikkat aa rahi hai.",0
MORLY/E/2023/1234567,"Train late ho rahi hai bahut din se, station par koi nahi hai samasya sunne wala.",-1
MORLY/E/2023/2345678,Mujhe ticket refund nahi mila. Payment toh kar diya tha.,0
MORLY/E/2023/3456789,Station staff ka behaviour bahut kharab tha. Unhe training dena zaroori hai.,0
MORLY/E/2023/4567890,Platform ki safai bahut kharab hai. Logon ke liye khatarnaak hai.,0
MORLY/E/2023/5678901,Train ka schedule bahut galat hai. Bahut delay ho raha hai.,0
MORLY/E/2023/6789012,"Payment gateway mein problem aa rahi hai, refund nahi mil raha.",0
MORLY/E/2023/7890123,"Railway staff ne accha vyavhaar nahi kiya, complaint register karna hai.",0
MORLY/E/2023/8901234,"Station ki building mein cracks hain, ye bahut khatarnaak hai.",0
MORLY/E/2023/9012345,"Train ka timing sahi nahi hai, bahut dikkat ho rahi hai.",0
MORLY/E/2023/0123456,"Mere payment ka status nahi mil raha hai, please check karein.",0
MORLY/E/2023/1234568,"Mujhe nahi samajh aa raha staff itna rude kyun hai, samasya hai.",0
MORLY/E/2023/2345679,"Station ka entrance bahut kharab hai, safety concern hai.",0
MORLY/E/2023/3456780,"Train ke timings bahut barbad hain, bahut tension ho raha hai.",0
MORLY/E/2023/4567891,Mere account se paise deduct ho gaye but ticket nahi mila.,0
MORLY/E/2023/5678902,"Mujhe nahi samajh aa raha staff kaise behave karte hain, rude hain.",0
MORLY/E/2023/6789013,"Roads ke condition bahut kharab hain, travel karna mushkil ho raha hai.",0
MORLY/E/2023/7890124,"Train station par koi information nahi hai, kaise pata chalega train kab aaegi.",0
MORLY/E/2023/8901235,"Refund nahi mila, please meri madad karein.",0
MORLY/E/2023/9012346,"Mujhe staff ki training ki kami mehsoos hoti hai, sab rude hain.",0
MORLY/E/2023/0123457,"Station par safety issues hain, jaldi suljhaane ki zaroorat hai.",0
MORLY/E/2023/1234569,"Mujhe train ka schedule samajh nahi aa raha, galat timings hain.",0
MORLY/E/2023/1234567,Mujhe apni ticket ke liye paise refund nahi mile. Kya aap madad kar sakte hain?,0
MORLY/E/2023/2345678,"Train ka schedule bahut hi bekar hai, bhot time ho gaya waiting mein.",0
MORLY/E/2023/3456789,"Platform par safai nahi hoti, bhot ganda hota hai. Kripya dhyan dein.",0
MORLY/E/2023/4567890,"Train ke staff ka behavior acha nahi tha, thoda rude lage.",0
MORLY/E/2023/5678901,"Mujhe ticket purchase karte waqt payment issue aa raha hai, help chahiye.",0
MORLY/E/2023/6789012,"Pehle se zyada delay hota hai trains ka, kuch karna chahiye.",-1
MORLY/E/2023/7890123,"Station ki facilities kaafi bekar hain, toilet bhi saaf nahi hote.",0
MORLY/E/2023/8901234,Train ke staff ne mujhe help nahi ki jab mujhe zarurat thi.,0
MORLY/E/2023/9012345,"Mujhe refund ke liye bahut waqt ho gaya, abhi tak nahi mila.",0
MORLY/E/2023/0123456,"Train ka time schedule bilkul galat hai, aap log theek karo.",0
MORLY/E/2023/1234568,"Station par koi bhi facilities nahi hain, kabhi bhi kuch nahi hota.",0
MORLY/E/2023/2345679,"Mujhe staff ka behavior kafi bura laga, thoda rude the.",0
MORLY/E/2023/3456780,"Payment ke liye maine jo details di thi, wo nahi mil rahi.",0
MORLY/E/2023/4567891,"Pehli baar travel kiya aur train ne 3 ghante delay kiya, bohot pareshani hui.",0
MORLY/E/2023/5678902,"Platform par kaafi gande conditions hain, kuch nahi karte aap log.",-1
MORLY/E/2023/6789013,"Staff ka attitude theek nahi tha, kuch zaroori information nahi di.",0
MORLY/E/2023/7890124,"Payment ka process sahi nahi chal raha hai, kaafi time ho gaya.",0
MORLY/E/2023/8901235,"Trains ka delay hona roz ka ho gaya hai, kuch solution hona chahiye.",-1
MORLY/E/2023/9012346,"Railway station par bahut jyada ganda hai, safai nahi hoti.",0
MORLY/E/2023/0123457,"Staff ne mujhe koi help nahi ki jab mujhe zarurat thi, bohot bura laga.",0
MORLY/E/2023/1234569,"Refund process ke liye maine kaafi baar contact kiya hai, abhi tak kuch nahi aaya.",0
MORLY/E/2023/2345670,"Train ka schedule bahut hi bekar hai, bhot time ho gaya waiting mein.",0
MORLY/E/2023/1234567,"Train ka time schedule consistent nahi hai, kabhi kabhi late hota hai.",0
MORLY/E/2023/2345678,Mera ticket cancel hone ke baad bhi paise nahi aaye. Bahut takleef ho rahi hai.,0
MORLY/E/2023/3456789,"Platform par safai nahi hoti, bahut gandh hai. Please check.",0
MORLY/E/2023/4567890,"Conductors bahut rude hain, koi help nahi karte.",0
MORLY/E/2023/5678901,"Train baar baar cancel ho rahi hai, koi plan nahi hai.",0
MORLY/E/2023/6789012,"Payment gateway issue hai, bar-bar fail ho raha hai.",0
MORLY/E/2023/7890123,"Waiting room ki cleanliness bahut kharab hai, please check.",0
MORLY/E/2023/8901234,"Staff se kuch nahi samajh aata, bahut confusing hai.",0
MORLY/E/2023/9012345,"Train timing kaafi inconsistent hai, please dekhiye.",0
MORLY/E/2023/0123456,"Refund milne mein bahut der ho rahi hai, please help.",0
MORLY/E/2023/1234567,"Station ki building ki halat bahut kharab hai, please dekhiye.",0
MORLY/E/2023/2345678,"Guard bahut rude hain, samasya nahi sunte.",0
MORLY/E/2023/3456789,"Train ki timing mein bahut delay hota hai, please check.",0
MORLY/E/2023/4567890,"Mera ticket cancel hone par refund nahi mil raha, bahut takleef hai.",0
MORLY/E/2023/5678901,"Station par lift kharab hai, bahut pareshaani ho rahi hai.",0
MORLY/E/2023/6789012,"Staff kuch nahi samajhte, bahut dikkat aa rahi hai.",0
MORLY/E/2023/7890123,"Train ka last minute change hota hai, please fix.",0
MORLY/E/2023/8901234,"Payment nahi ho raha, baar baar error aa raha hai.",0
MORLY/E/2023/1594823,"Yaar, meri train toh 2 ghante late aayi! Bahut pareshani hui. Kya yeh normal hai? Koi complaint kaise file karein?",0
MORLY/E/2023/4852013,"Mujhe apne ticket ka payment nahi mila! Maine pay kiya tha, but balance check karta hoon toh abhi bhi wahi hai. Please help!",0
MORLY/E/2023/2934018,Train ke staff ki attitude bilkul achi nahi thi! Unhone meri madad nahi ki jab mujhe zaroorat thi. Iske liye kya kar sakte hain?,0
MORLY/E/2023/8655202,Platform par bahut gande khudai hui hai. Yeh bahut khatarnak hai! Kisi bhi travel ke liye yeh jagah theek nahi hai!,0
MORLY/E/2023/9704219,Mujhe train ka schedule samajh nahi aa raha. Kaise check karu? Bahut dikkat ho rahi hai abhi.,0
MORLY/E/2023/1721430,Mujhe refund milne me bahut time ho gaya hai! Kya aap isko jaldi process kar sakte hain? I need my money back!,-1
MORLY/E/2023/4812094,Train ke guard ne mujhe koi jawab nahi diya jab maine madad maangi. Unka attitude bahut bura tha!,0
MORLY/E/2023/6729481,Station pe toilets bilkul gande hain. Koi safai nahi ho rahi hai! Yeh bahut problematic hai.,0
MORLY/E/2023/2581597,Maine apne ticket par galat seat assign hoti dekhi. Kya isko change kar sakte hain? Bahut pareshani ho rahi hai!,-1
MORLY/E/2023/6524210,Mujhe ticket ka payment confirm nahi hua hai jab maine online pay kiya. Please check karein!,0
MORLY/E/2023/7231084,Train ka staff bilkul bhi helpful nahi tha jab mujhe kuch madad chahiye thi. Yeh bahut disappointing hai!,0
MORLY/E/2023/7345100,"Station pe bahut saari jagah par khudai ho rahi hai, jo ki passengers ke liye problem hai. Kya isko theek kar sakte hain?",0
MORLY/E/2023/8293046,Mujhe train ki timing nahi samajh aa rahi. Kya koi help kar sakta hai? Bahut confusion hai!,0
MORLY/E/2023/3628901,Refund ka status check karne ki zaroorat hai. Kya aap mujhe bata sakte hain? Maine payment kiya tha.,0
MORLY/E/2023/5637890,"Train ke staff ne mujhe kuch nahi bataya jab maine poocha. Bahut takleef hui hai, please kuch karein!",-1
MORLY/E/2023/0743928,Station par parking ki koi vyavastha nahi hai. Bahut mushkil ho raha hai parking karna!,0
MORLY/E/2023/1985460,Train ka last minute change mujhe bahut pareshani de raha hai. Kya aap kuch kar sakte hain?,-1
MORLY/E/2023/6001857,"Maine refund ka request daala tha, lekin ab tak koi response nahi aaya! Kya aap check kar sakte hain?",0
MORLY/E/2023/9275406,Staff ne mujhe kuch nahi bataya jab maine unse kuch poocha. Yeh bilkul unacceptable hai!,-1
MORLY/E/2023/4820631,"Track ki maintenance bahut zaroori hai. Bahut saari jagah par khudai ho rahi hai, isme koi dikkat hai.",-1
MORLY/E/2023/2345678,"Train ki timing bahut galat hai. Humari train 2 ghante late hai, ye bahut pareshani hai.",0
MORLY/E/2023/3456789,"Mujhe refund nahi mila, maine ticket cancel kiya tha, par abhi tak kuch nahi hua.",0
MORLY/E/2023/4567890,"Railway staff ka behavior kaafi bekar hai, unhone mere saath bura vyavhar kiya.",-1
MORLY/E/2023/5678901,"Platform par safai nahi ho rahi hai, bahut gandh hai aur bheed bhi bahut hai.",0
MORLY/E/2023/6789012,"Train ki cleanliness bahut kharab hai, bahar se dekhne par bhi nahi lagta ki yeh rail hai.",0
MORLY/E/2023/7890123,"Mujhe ticket booking par paisa deduct hua, par ticket nahi mila. Kya hua?",0
MORLY/E/2023/8901234,"Station ke staff se baat karke mujhe koi madad nahi mili, unhone ignore kiya.",-1
MORLY/E/2023/9012345,"Railway station ki sadke bahut kharab hain, chalne me mushkil hoti hai.",0
MORLY/E/2023/0123456,"Train ka AC kaam nahi kar raha tha, bahut garmi thi, badi dikkat hui.",0
MORLY/E/2023/1234567,"Mera payment process nahi ho raha hai, baar baar error aa raha hai.",0
MORLY/E/2023/2345678,"Mujhe koi help nahi mil rahi hai, staff puchne par bhi jawab nahi dete.",0
MORLY/E/2023/3456789,"Station ke restroom ki safai bahut kharab hai, use nahi kar sakte.",0
MORLY/E/2023/4567890,Train ka ticket cancel hone par abhi tak refund nahi mila.,0
MORLY/E/2023/5678901,"Mera ticket cancel hone ke baad refund nahi mila, bahut samay ho gaya.",0
MORLY/E/2023/6789012,"Railway staff ne meri madad nahi ki, baat karte waqt unhone mujhe ignore kiya.",0
MORLY/E/2023/7890123,"Railway station par infrastructure bahut kharab hai, bahut dikkat hoti hai.",0
MORLY/E/2023/8901233,"Train ki safety ko lekar mujhe chinta hai, kuch incidents hue hain.",-1
MORLY/E/2023/1234569,"Mujhe refund nahi mil raha hai, maine cancel kiya tha par ab tak kuch nahi aaya.",0
MORLY/E/2023/1234567,"Train ka schedule bahut hi late ho gaya hai, 3 ghante se intezaar kar raha hoon. Kya issue hai?",0
MORLY/E/2023/2345678,"Payment ke liye card use kiya tha, par amount nahi deduct hua. Help karein!",0
MORLY/E/2023/3456789,Clerk ne mera kaam nahi kiya aur rude raha. Yeh unacceptable hai!,0
MORLY/E/2023/4567890,"Platform par bahut gande conditions hain, kya inka dhyan nahi diya jata?",0
MORLY/E/2023/5678901,"Train me koi facilities nahi thi, khana nahi mil raha tha, bahut dikkat hui.",0
